SeqNum,St Name,Town,Month,Date,Time,Grade,Zone,Dogfoul,Vandalism,Graffiti,Weeds,Detritus,Fly Posting,Bin Count,Number Overflowing,Smoking,Drinks,Confectionery,Fast Food,Pedestrian Individual,Business,Domestic,Construction,Animal Faeces,Other,Comments
679,Eltringham Grove,Edinburgh ,Validation,6/8/2010,11:22,B,3,1,1,1,2,2,1,0,0,0,1,0,0,1,0,0,0,0,0,
680,Laichpark Rd,Edinburgh ,Validation,6/8/2010,11:34,B,3,1,1,1,1,3,1,0,0,0,0,1,0,1,0,0,0,0,0,"Sweet litter in channel, detritus on pavement and in channel "
681,Redhall Pl,Edinburgh ,Validation,6/8/2010,11:44,B,3,2,1,1,1,2,1,0,0,1,0,1,1,1,0,0,0,1,0,Littered channel
682,Allanpark Dr ,Edinburgh ,Validation,6/8/2010,13:16,B,3,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0,
683,Colinton Rd,Edinburgh ,Validation,6/8/2010,13:29,B,3,1,1,1,1,2,1,0,0,0,1,0,0,1,0,0,0,0,0,
684,Colinton Rd,Edinburgh ,Validation,6/8/2010,13:30,B,3,1,1,1,1,2,1,0,0,0,1,0,0,1,0,0,0,0,0,
685,Colinton Rd,Edinburgh ,Validation,6/8/2010,13:32,A,3,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,
686,Calder Rd,Edinburgh ,Validation,6/8/2010,14:43,C,3,1,1,1,1,2,1,0,0,1,1,1,1,1,0,0,0,0,0,All litter types mainly in the channel
687,Calder Rd,Edinburgh ,Validation,6/8/2010,14:44,C,3,1,1,1,1,2,1,0,0,1,1,1,1,1,0,0,0,0,0,All litter types mainly in the channel
688,John St Ln E,Edinburgh ,Validation,6/16/2010,12:56,A,2,1,1,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
689,Broomhouse Rd,Edinburgh ,Validation,6/10/2010,10:46,B,2,1,1,2,1,2,1,0,0,0,1,0,0,1,0,0,0,0,0,Graffiti on tin shed
690,Broomhouse Rd,Edinburgh ,Validation,6/10/2010,10:47,B,2,1,1,1,1,3,1,0,0,1,1,0,0,1,0,0,0,0,0,Detritus in channel with drinks and smoking related litter trapped in amongst it
691,E Camus Pl,Edinburgh ,Validation,6/10/2010,12:11,B,3,1,1,1,1,2,1,0,0,1,0,0,0,1,0,0,0,1,0,"Animal faeces= seagull droppings on pavement, cigarette ends in channel "
692,Buckstone Neuk,Edinburgh ,Validation,6/10/2010,13:48,B,3,1,1,1,2,2,1,0,0,0,1,0,0,1,0,0,0,0,0,1 item of litter
693,Pentland Terrace ,Edinburgh ,Validation,6/10/2010,14:05,B,3,1,3,2,2,2,1,1,0,1,0,1,0,1,0,0,0,0,0,Vandalism on bus shelter 
694,Nicolson St,Edinburgh ,Validation,6/21/2010,15:17,B,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,
695,Falcon Gardens ,Edinburgh ,Validation,6/10/2010,15:08,B,2,1,1,1,1,2,1,0,0,0,1,0,1,1,0,0,0,0,0,
696,Forteviot House,Edinburgh ,Validation,6/17/2010,11:08,C,2,1,1,1,3,1,1,0,0,1,1,1,1,1,0,0,0,0,0,"Litter on pavement mostly paper and confectionery, broken glass and smoking related litter in channel amongst weeds, litter on cobbled area also"
697,Leamington Pl,Edinburgh ,Validation,6/21/2010,14:05,B,2,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,
698,St Leonard's Hill,Edinburgh ,Validation,6/21/2010,15:08,B,2,1,1,1,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0,
699,Midmar Dr ,Edinburgh ,Validation,6/10/2010,14:19,B,3,1,1,1,2,2,1,0,0,1,1,0,0,1,0,0,0,0,0,2 items of litter
700,Midmar Dr ,Edinburgh ,Validation,6/10/2010,14:21,A,3,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,
701,Balcarres Court,Edinburgh ,Validation,6/10/2010,14:53,B,3,1,1,1,1,4,1,0,0,1,0,0,0,1,0,0,0,0,0,
702,Abbotsford Park,Edinburgh ,Validation,6/10/2010,15:26,B,3,1,1,1,1,2,1,0,0,0,0,1,0,1,0,0,0,0,0,
703,Newtoft St,Edinburgh ,Validation,6/17/2010,10:36,B,3,1,1,1,1,2,1,0,0,1,1,0,0,1,1,0,0,0,0,Littered backline  
704,Priory Grove,Edinburgh ,Validation,6/9/2010,11:47,A,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
705,Malbet Wynd,Edinburgh ,Validation,6/17/2010,15:00,B,3,1,1,1,1,2,1,0,0,1,1,0,0,1,0,0,0,0,0,
706,Balmwell Terrace,Edinburgh ,Validation,6/21/2010,10:30,B,3,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,Smoking related litter at backline
707,Little Rd,Edinburgh ,Validation,6/21/2010,10:40,B,3,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,Litter in channel 
708,Doublehedges Rd,Edinburgh ,Validation,6/21/2010,11:31,B,3,2,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,"Bagged dog foul in channel, also fast food related litter "
709,Ventnor Terrace,Edinburgh ,Validation,6/21/2010,11:58,A,3,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,
710,Rankin Avenue ,Edinburgh ,Validation,6/21/2010,12:02,B,3,1,1,1,2,3,1,0,0,0,0,1,0,1,0,0,0,0,0,Light sweets related litter in channel 
711,Craigcrook Terrace ,Edinburgh ,Validation,6/11/2010,10:28,B,3,1,1,1,2,2,1,2,1,1,1,0,0,1,0,0,0,0,0,Litter on pavement 
712,Templeand Grove,Edinburgh ,Validation,6/14/2010,11:30,B,3,1,1,1,2,3,1,0,0,0,1,1,0,1,0,0,0,0,0,Littered backline
713,Wolseley Pl,Edinburgh ,Validation,6/16/2010,11:52,B,2,1,1,1,1,1,1,2,0,1,0,0,0,1,1,0,0,0,0,Litter at backline
714,Figgate St,Edinburgh ,Validation,6/16/2010,12:26,B,2,1,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0,
715,Comiston Pl,Edinburgh ,Validation,6/10/2010,14:31,B,2,1,1,1,1,2,1,0,0,1,1,1,0,1,0,0,0,0,0,
716,Bristo Square ,Edinburgh ,Validation,6/21/2010,14:33,A,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
717,Joppa Park,Edinburgh ,Validation,6/16/2010,13:05,B,3,1,1,1,3,1,1,0,0,0,1,1,0,1,0,0,0,0,0,
718,Gilberstoun Pl,Edinburgh ,Validation,6/16/2010,14:10,A,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
719,Corbieshot,Edinburgh ,Validation,6/16/2010,14:28,B,3,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,2 items of litter 
720,Magdalene Loan,Edinburgh ,Validation,6/16/2010,14:45,C,3,1,1,1,1,2,1,0,0,1,1,1,0,1,0,0,0,0,0,
721,The Causeway,Edinburgh ,Validation,6/17/2010,13:48,A,3,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,
722,Duddingston Row,Edinburgh ,Validation,6/17/2010,14:07,B,3,1,1,1,1,2,1,1,0,0,0,0,1,1,0,0,0,0,0,
723,Duddingston Row,Edinburgh ,Validation,6/17/2010,14:08,B,3,1,1,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,
724,Willowbrae Gardens ,Edinburgh ,Validation,6/17/2010,14:27,B,3,1,1,1,2,2,1,0,0,1,1,0,0,1,0,0,0,0,0,
725,Rosebery Crescent ,Edinburgh ,Validation,6/15/2010,14:20,B,2,1,1,1,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0,
726,John Mason Court,Edinburgh ,Validation,6/9/2010,10:38,B,3,1,1,1,3,1,1,0,0,1,1,0,0,1,0,0,0,0,0,"Weed growth all over paved area, drinking straw at backline, smoking related litter in channel "
727,Bankhead Grove,Edinburgh ,Validation,6/9/2010,11:00,A,3,1,1,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,
728,Shore Rd,Edinburgh ,Validation,6/9/2010,11:28,B,3,1,1,1,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0,
729,Shore Rd,Edinburgh ,Validation,6/9/2010,11:29,B,3,1,1,1,1,2,1,0,0,0,0,0,1,1,0,0,0,0,0,Sandwich packet on backline
730,Toddshill Rd,Edinburgh ,Validation,6/9/2010,12:58,B,3,1,1,1,3,2,1,0,0,1,1,0,0,1,0,0,0,0,0,3 items of litter
731,Bankhead Grove,Edinburgh ,Validation,6/9/2010,11:00,A,3,1,1,1,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,
732,Silverknowes Pl,Edinburgh ,Validation,6/9/2010,14:16,B,3,1,1,1,2,1,1,0,0,1,0,0,1,1,0,0,0,0,0,3 items of litter
733,Fauldburn,Edinburgh ,Validation,6/14/2010,10:00,B,3,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0,Litter in channel 
734,Maybury Rd,Edinburgh ,Validation,6/14/2010,10:20,B,3,1,1,1,1,2,1,0,0,1,0,1,1,1,0,0,0,0,0,"Other=clothing, backline which includes smoking and sweets litter"
735,Maybury Rd,Edinburgh ,Validation,6/14/2010,10:22,B,3,1,1,1,1,2,1,0,0,1,1,1,1,1,0,0,0,0,0,Littered backline
736,Pearce Avenue ,Edinburgh ,Validation,6/14/2010,11:19,B,3,1,1,1,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,Smoking related litter in channel 
737,Templeand Grove,Edinburgh ,Validation,6/14/2010,11:30,B,3,1,1,1,2,3,1,0,0,0,1,1,0,1,0,0,0,0,0,Littered backline
738,Carrick Knowe Hill,Edinburgh ,Validation,6/14/2010,11:43,B,3,1,1,1,2,1,1,0,0,1,1,0,1,1,0,1,0,0,0,"Drinks and fast food related litter in channel, other items=fast food packaging on backline"
739,Glebe Terrace,Edinburgh ,Validation,6/14/2010,12:00,A,3,1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,
740,South Gyle Wynd,Edinburgh ,Validation,6/14/2010,13:20,B,3,1,1,1,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0,
741,Lochside Pl,Edinburgh ,Validation,6/14/2010,13:37,B,3,1,1,1,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0,
742,Balgreen Gardens ,Edinburgh ,Validation,6/15/2010,10:18,B,3,1,1,1,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,Light smoking litter in channel 
743,Western Pl,Edinburgh ,Validation,6/15/2010,10:30,B,3,1,1,1,1,2,1,0,0,1,0,1,0,1,0,0,0,0,0,Clothing and smoking related litter with light sweets litter also trapped in channel 
744,Glebe Terrace,Edinburgh ,Validation,6/14/2010,12:00,A,3,1,1,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,
745,Rose Ln,Edinburgh ,Validation,6/9/2010,11:22,A,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
746,Huly Hill Rd,Edinburgh ,Validation,6/15/2010,15:30,B,4,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,2 x bottles
747,Mount Grange,Edinburgh ,Validation,6/21/2010,12:47,A,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
748,Bath Rd,Edinburgh ,Validation,6/18/2010,11:15,D,2,1,1,1,1,3,1,0,0,1,1,1,1,1,1,0,0,0,0,Heavily and consistently littered channel and backline
749,Salamander Yards ,Edinburgh ,Validation,6/18/2010,11:38,B,2,1,1,1,1,2,1,0,0,1,1,1,0,1,0,0,0,0,0,Littered backline 
750,Ethel Terrace ,Edinburgh ,Validation,6/10/2010,14:45,B,2,1,1,1,1,2,1,0,0,1,1,0,0,1,0,0,0,0,0,
751,Halmyre St,Edinburgh ,Validation,6/18/2010,12:19,A,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
752,Haddington Pl,Edinburgh ,Validation,6/18/2010,12:46,B,2,1,1,1,1,1,1,3,0,0,1,0,0,1,0,0,0,0,0,Litter at backline
753,Pilrig St,Edinburgh ,Validation,6/18/2010,13:04,B,2,1,1,2,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,Light smoking related litter
754,Pilrig St,Edinburgh ,Validation,6/18/2010,13:05,B,2,1,1,1,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,Light smoking related litter on pavement 
755,Agnew Terrace ,Edinburgh ,Validation,6/18/2010,13:59,B,2,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0,
756,Craigcrook Terrace ,Edinburgh ,Validation,6/11/2010,10:28,B,3,1,1,1,2,2,1,2,1,1,1,0,0,1,0,0,0,0,0,Litter on pavement 
757,Wardie Steps,Edinburgh ,Validation,6/11/2010,13:35,B,3,1,1,2,2,2,1,1,1,1,0,1,0,1,0,0,0,0,0,
758,Park Pl,Edinburgh ,Validation,6/11/2010,14:10,A,3,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,
759,Frazer Avenue ,Edinburgh ,Validation,6/11/2010,14:37,B,3,1,1,1,2,2,1,0,0,1,1,0,1,1,0,0,0,0,0,Mainly drinks related litter in channel 
760,Telford Gardens ,Edinburgh ,Validation,6/11/2010,14:50,B,3,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,
761,Hillpark Gardens ,Edinburgh ,Validation,6/14/2010,14:21,A,3,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,
762,Craigleith Hill,Edinburgh ,Validation,6/14/2010,14:50,B,3,1,1,1,2,2,1,0,0,1,1,0,0,1,0,0,0,0,0,
763,Crarae Avenue ,Edinburgh ,Validation,6/15/2010,11:45,A,3,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,
764,Belford Gardens,Edinburgh ,Validation,6/15/2010,12:43,A,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
765,Belford Gardens,Edinburgh ,Validation,6/15/2010,12:44,A,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
766,Beaverbank Pl,Edinburgh ,Validation,6/18/2010,12:57,C,3,1,1,1,3,2,1,3,0,1,1,1,0,1,0,0,0,0,0,"Littered channel, smoking related litter and drinks in channel, flytipped ironing board on backline"
767,Dean St,Edinburgh ,Validation,6/18/2010,14:41,B,3,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,
768,Upper Dean Pl,Edinburgh ,Validation,6/22/2010,11:36,B,3,1,1,1,1,3,1,0,0,1,0,0,0,1,0,0,0,0,0,Litter in channel 
769,Belgrave Crescent ,Edinburgh ,Validation,6/22/2010,11:43,A,3,1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,
770,East Fountainbridge,Edinburgh ,Validation,6/20/2010,12:10,B,1,1,1,1,1,1,2,0,0,1,0,0,1,1,1,0,0,0,0,Elastic band. flyposting (sticker) on lampost
771,Lady Stair's Close,Edinburgh ,Validation,6/22/2010,13:00,B,1,1,1,1,2,1,1,1,0,1,0,0,0,1,1,0,0,0,0,Litter along backline
772,Dewar Pl Ln,Edinburgh ,Validation,6/20/2010,10:12,C,1,1,1,1,2,2,1,0,0,1,1,1,1,1,0,0,0,0,0,"Accumulation of litter in channel. latex gloves, windscreen wiper rubbers."
773,Frederick St,Edinburgh ,Validation,6/20/2010,11:25,B,1,1,1,1,2,1,1,0,0,1,0,1,0,1,0,0,0,0,0,Lots of A boards.
774,Frederick St,Edinburgh ,Validation,6/20/2010,11:30,B,1,1,1,1,2,1,1,0,0,1,1,1,0,1,0,0,0,0,0,Fliers and accumulation of cigarette ends in grit bin
775,Ramsay Ln,Edinburgh ,Validation,6/20/2010,11:45,C,1,1,1,2,2,1,1,0,0,1,1,1,1,1,0,0,0,0,0,Graffiti on wall. Accumulation of litter in channel. advertising fliers.
776,West Bow,Edinburgh ,Validation,6/22/2010,12:47,B,1,1,1,1,1,2,1,0,0,1,0,1,0,1,0,0,0,0,0,Smoking and sweets related in channel 
777,Tweeddale Court,Edinburgh ,Validation,6/22/2010,13:36,A,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
778,Grosvenor Crescent ,Edinburgh ,Validation,6/15/2010,12:29,B,2,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0,
779,Manor Pl,Edinburgh ,Validation,6/20/2010,10:21,B,2,1,1,1,2,2,1,0,0,1,0,0,1,1,1,0,0,0,0,"Cigarette ends and fast food wrapper, otherwise very clean"
780,Manor Pl,Edinburgh ,Validation,6/20/2010,10:27,B,2,1,1,2,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0,Only cigarette ends and 1 paper tissue. graffiti on parking meter
781,Spittal St Ln,Edinburgh ,Validation,6/20/2010,12:20,C,2,1,1,4,2,2,1,0,0,1,1,1,1,1,0,0,0,0,0,Accumulation of various litter types at steps. litter and graffiti on wall. Piece of clothing
782,Broughton St,Edinburgh ,Validation,6/22/2010,11:15,B,2,1,1,2,1,1,1,2,0,1,0,1,1,1,0,0,0,0,0,"Fast food related litter on pavement, also littered backline and channel"
